,index,lightgbm_split_genre
0,1076,26.3793989902168
1,358,225.06281348155312
2,2408,68.88200070866827
3,4074,29.64518381410177
4,2998,7.293567410387709
5,1931,17.033904001182606
6,304,40.29902989255032
7,1394,32.04669119704073
8,4502,53.13559793331238
9,3860,86.54387777308642
10,2550,15.781810986141693
11,3818,2.019129107017733
12,2008,13.986832973806457
13,1869,19.915424709784048
14,3151,65.17968811521922
15,2885,18.61626976399657
16,1207,7.209411231438423
17,2634,30.481852791047885
18,1453,50.77978804859478
19,2779,44.00391248327671
20,3762,34.19795592722892
21,1239,2.0207932247576252
22,2059,6.825148836102528
23,1600,41.61774958270482
24,3997,110.79029851777082
25,4500,7.34764884913794
26,1307,57.80830660331068
27,932,30.283875083873625
28,280,14.658384776540629
29,2051,28.494008917031067
30,2914,92.64769066210792
31,2854,60.97764145221697
32,3635,17.138986625389776
33,1254,116.58124232433627
34,1891,26.742878252148273
35,4217,42.22612925357412
36,2236,62.69657448064092
37,3184,33.651707907224505
38,2113,81.17724898230048
39,1795,19.670465185255722
40,295,11.853641290033153
41,243,7.1441956763716234
42,1850,17.284404260041157
43,4087,0.4170876736506983
44,4197,32.59125321977395
45,2727,73.3794819384693
46,1032,3.8359004259487506
47,2679,54.591562244032986
48,367,71.82813591202185
49,541,19.103075194973997
50,3312,17.5916283312649
51,1316,9.386125851483001
52,1511,72.03199209451591
53,3634,17.444637167700847
54,3822,31.190036074198247
55,3765,22.849980671771817
56,4199,23.108740099261034
57,2522,12.240402561082846
58,1367,3.509573307126942
59,4213,20.33876293241464
60,2919,160.4219578054317
61,2585,93.81391354436144
62,940,22.855549329558954
63,3323,49.584532801530834
64,519,34.251722836582985
65,2108,109.83806286018245
66,660,34.8691976916557
67,4321,16.7430256126869
68,205,6.263911193679348
69,512,4.386572293719581
70,2527,26.45472578943614
71,61,5.082222814625879
72,3482,1.7947148591444204
73,3917,10.828457144624366
74,4327,28.227031242278287
75,1551,22.11942082404684
76,2464,58.32128792529568
77,1650,12.497809992297817
78,1553,20.780670724802917
79,921,3.427106411964587
80,693,38.97321952094282
81,3938,84.83665209562388
82,1988,7.375483999295909
83,2076,28.286172286846437
84,2913,75.59468614283765
85,1580,20.579221861535046
86,2017,34.9265471875417
87,2224,81.25294507216574
88,3983,25.38714314838417
89,3494,49.289787123960906
90,347,23.66192629080956
91,3503,27.615352101457034
92,2093,5.803844375386774
93,421,25.708404574528117
94,3981,92.179328135128
95,3054,53.86963355376202
96,1728,79.513046496991
97,2923,52.077643441805805
98,1166,20.63871520407878
99,3436,61.1004003333162
100,2297,198.12526053865815
101,186,7.818328147975137
102,1400,9.274704766913231
103,1742,9.30232099765152
104,4495,47.586210643803014
105,681,40.23164944067713
106,3108,27.705852274331818
107,385,5.152428636645936
108,3044,14.64930659927667
109,189,4.885524522454432
110,300,51.64159462947495
111,2004,36.209205083959475
112,496,30.993217132141183
113,3277,42.287360878817736
114,1504,46.25996421335651
115,4439,9.806051645361492
116,2559,19.91417882886546
117,1238,23.0291183619579
118,2930,20.02287974254216
119,1217,12.704178661503704
120,66,53.71545093896367
121,707,21.25447583772541
122,855,38.0914996827579
123,1353,46.87884050390653
124,2481,49.698785808443574
125,849,21.39991873644999
126,1778,103.40970113992273
127,138,7.439794144930261
128,1253,11.810999314602412
129,1478,11.59843481344626
130,3934,49.24223561673708
131,359,14.995821740532278
132,3017,4.7638829660467366
133,1929,124.89977444421984
134,3581,65.53260608818046
135,576,34.89062028308274
136,2354,24.818121241585118
137,4179,21.051280138283033
138,1422,50.76157894724011
139,503,49.108538780210495
140,983,17.895578108671685
141,3893,27.370475510800688
142,1592,16.19279389352019
143,1068,14.411876759182803
144,1930,26.200296807056787
145,103,32.065084801706746
146,2721,28.133165562562212
147,2745,58.9307056224616
148,2065,45.271132906100945
149,2516,25.186235043641346
150,2374,0.8579970882282737
151,1066,20.24758098318364
152,982,7.995615133904465
153,4134,10.038613545494819
154,1816,16.409348275255923
155,3308,37.893081605680194
156,3191,5.367578447659469
157,4467,14.768615921281167
158,3939,17.46061481509659
159,2460,95.94840528445229
160,3776,82.3434710943207
161,1216,32.32163263909027
162,4346,28.31858214420879
163,1817,9.669957397608925
164,3573,4.788755261682809
165,1579,24.383584429038592
166,3274,13.983864968192904
167,2066,19.79213401085633
168,1090,9.404247325285382
169,2520,24.954458395750578
170,4042,30.337013928369956
171,971,34.58901010913789
172,1924,3.8955716313052733
173,202,7.985748312641817
174,4391,7.9379357015541245
175,2117,8.213156770803323
176,2247,33.155108365592554
177,1344,43.63855736331544
178,4277,8.903657440319591
179,2367,6.830352408130437
180,622,0.7454031299687927
181,2126,37.02483798107522
182,2642,25.03879259071266
183,2571,9.800901989236849
184,1436,119.07484992095539
185,67,18.869020122243455
186,2838,10.077315123666075
187,230,3.5931669607128356
188,481,12.440162444620228
189,4176,60.23775469398642
190,2698,41.27936869148263
191,2551,48.86980245190796
192,817,15.370895353512765
193,4194,26.305944470487475
194,4461,14.485266205327932
195,1477,7.819088620804223
196,2064,38.53144670069446
197,1222,44.36214385136145
198,2130,27.396055464958522
199,89,28.24189352942477
200,2770,46.277715824988064
201,1188,16.92083232867799
202,3945,5.995853048057654
203,2094,30.998144097302344
204,2090,23.150602360944134
205,3504,8.714450466971783
206,53,36.17000204507298
207,2717,50.404389616794845
208,4423,16.48662729117926
209,2475,19.0920266290168
210,4451,5.747775177571796
211,2887,24.88689632558939
212,4268,17.06885443432506
213,2504,14.552312161844952
214,4140,22.361734909041303
215,620,69.45239312396745
216,4173,20.691125307460595
217,2384,87.08636414225177
218,902,19.19199694241115
219,3606,5.172375740684842
220,282,22.252691026035507
221,1128,5.2261285685729035
222,2912,47.9181547299562
223,1062,3.3420321167102145
224,2546,27.762817745165677
225,4102,15.958196575877452
226,3621,121.81769087288268
227,2535,52.63000668372226
228,1449,36.0480178517827
229,3544,44.39920151628564
230,2208,74.96732296836784
231,3800,3.7243080058371447
232,2422,25.430323585193037
233,619,32.72840108484036
234,3958,29.197908859301364
235,2197,37.48986803308
236,1272,28.443085037445712
237,1229,23.40723845338826
238,3972,32.53348776629974
239,1348,36.9764006300594
240,1754,4.091530709767255
241,1932,34.41891591882785
242,1121,48.42556587267859
243,890,8.57753548875263
244,2645,31.11648468739881
245,3354,41.6343845013738
246,185,17.294635682833132
247,2882,7.927286699098687
248,2754,44.27275543834304
249,1241,9.069175035818688
250,306,116.15422178923009
251,4044,7.035640099077881
252,2503,23.265051266771025
253,3571,49.59132703698205
254,1868,0.5732585101654308
255,847,50.4735446438047
256,1835,32.099686162772656
257,4312,38.103869535719525
258,3091,8.399482616062556
259,4504,47.833087468115636
260,857,5.70791362446613
261,790,26.17794862543903
262,3181,0.2863484424009357
263,2893,56.26048599572832
264,342,20.751215434180153
265,812,5.180722309618432
266,1043,1.2847407146963974
267,1018,31.860713312411065
268,3979,49.36170266646871
269,878,112.2986628884293
270,2976,19.186187371382175
271,1050,13.699453269582676
272,2614,49.25434464352469
273,2682,37.284019298230305
274,1148,40.43473529546782
275,3393,12.254167485045173
276,737,23.046598064179534
277,1760,14.708076696593366
278,2212,83.1318959149338
279,2185,16.73235807466682
280,508,19.67830646281368
281,1440,14.088315561661432
282,3028,26.006013149217438
283,4499,97.7177511698008
284,88,23.72415430605838
285,2971,56.89167373179177
286,1933,45.44717276418396
287,2952,47.6774158673349
288,1532,15.956571477691796
289,502,39.38586261307904
290,3072,21.408926639603628
291,3362,87.70391989061429
292,2747,26.046646847786846
293,769,14.868496352160292
294,2285,43.28820635388544
295,3163,12.668027701184002
296,3432,54.53823304158149
297,3783,4.9604089426806866
298,2701,62.057678073258046
299,257,55.4494540988191
300,1164,4.785144642155558
301,2079,19.733786139436546
302,3722,97.31646880460633
303,596,113.32197799107831
304,4244,51.8820076420767
305,1034,12.152681390753571
306,2857,11.957341573896912
307,2856,59.543102183581254
308,1355,7.85797721758405
309,462,38.956483491042235
310,3539,63.55153284018223
311,2590,4.040332771657162
312,599,14.90022366209169
313,950,12.224662342543212
314,2303,9.496408051075946
315,1379,1.0215969438847026
316,2302,23.270213696259788
317,2956,17.881813419233765
318,2621,17.83254586059138
319,3940,80.29161067134407
320,1178,17.98851490978052
321,3906,81.8202102918322
322,1317,40.07500480933416
323,3838,47.1793857213356
324,2553,12.760817990130079
325,3756,45.15011511906572
326,2103,18.734315619261793
327,4326,22.03287541402389
328,1805,11.200167304991794
329,1340,99.06425197682216
330,2509,4.219545304930307
331,377,13.214055460580425
332,425,62.828360423058655
333,1177,52.65122910623933
334,1506,41.59556506730985
335,3862,37.48915693916524
336,1457,41.02245907744353
337,2734,14.548895721642765
338,3645,52.73160201607
339,3055,68.5373327816221
340,2702,20.864864153319076
341,3310,3.528394190996366
342,1196,54.05673783034774
343,989,44.86460975955572
344,648,54.17026490215724
345,2344,85.48529955184128
346,2677,39.53516716891221
347,2085,13.188564052145495
348,3171,50.16099423964158
349,155,11.256280239564006
350,4,35.29697377443671
351,1331,88.24294195405298
352,3120,11.094356082692741
353,895,57.076524411794765
354,1598,17.476915670548664
355,4377,5.861769599700352
356,2781,6.621461093450932
357,1604,8.20147648301554
358,900,56.84735219682307
359,1773,8.124084184086541
360,4285,67.09656676587035
361,1564,9.115121709018837
362,823,4.337069973983688
363,1790,44.29775486184059
364,1855,44.17553001851806
365,235,3.0756337619644682
366,1596,29.814715995047635
367,3848,22.223417701274997
368,231,3.187238885367208
369,1462,41.90314028631795
370,1608,0.6381190469214459
371,1154,18.759545451591464
372,4050,91.2778439860796
373,2695,12.397556989506285
374,3165,9.584551616881015
375,2322,13.121861320728044
376,2814,27.988689908369594
377,1338,37.95735658056782
378,4069,48.345021284994786
379,1318,11.05524064315145
380,876,33.096992110117526
381,2791,31.082356825688407
382,4098,30.379672398954256
383,3239,8.340953980262611
384,2007,12.249636194161155
385,3346,58.02207814440545
386,40,15.864246454437023
387,4442,59.968871753093964
388,1670,21.545612450614627
389,3463,18.946438696558346
390,4204,8.531094281356168
391,3292,13.904258934493981
392,2054,26.709574176168758
393,1072,14.195907074285827
394,592,13.307613798542178
395,1675,20.675858752076692
396,2982,17.132436702093656
397,2217,105.38349958131325
398,1336,2.7006277132757077
399,1361,27.412499069704722
400,4143,14.34462694173638
401,4181,19.003232233425678
402,81,27.843418701947513
403,3583,36.89050760333025
404,2165,18.57588775847111
405,2146,8.31445183314628
406,732,23.78295442166379
407,2033,9.18725697049723
408,1176,21.753335376075597
409,338,3.900796242715728
410,2476,38.04716635614932
411,2696,11.670594035132638
412,3768,7.437608436948466
413,658,2.2735141277986486
414,566,17.277169147888912
415,1514,4.582132202888829
416,1387,21.10287949972016
417,2994,28.753240626292666
418,1306,10.88217249627229
419,2812,21.260529012305966
420,1248,24.66421935658194
421,2032,25.819221038368454
422,1210,1.3500251820757114
423,4485,0.33938580878863434
424,862,32.169247305782136
425,1313,22.441307774474836
426,3046,36.46319186027583
427,3240,22.784149841290287
428,49,48.59566531103144
429,1554,72.59973561167766
430,2963,2.098504698085719
431,2134,48.40962740134603
432,2544,22.267837617228906
433,824,10.68823189415707
434,4183,1.0482211892043551
435,981,1.7268128621919345
436,669,26.619240840693976
437,1480,18.74020676763874
438,2104,32.9498854903471
439,44,38.39818887679678
440,1162,20.663007551935436
441,4182,18.414833984439326
442,787,16.09850079666475
443,949,12.074034716779352
444,4095,10.25754877398775
445,3401,34.091839988361755
446,3289,0.5351602603109598
447,1769,150.3780019555141
448,1304,61.115097743405414
449,475,48.106929166605084
450,1706,35.26405343709041
451,420,33.59214349801795
452,2399,45.10075174791618
453,4070,7.516563919683961
454,520,16.99188025206041
455,3995,22.96357694847776
456,705,65.18916209760596
457,3457,7.492550471690151
458,3267,56.03590859751327
459,1581,1.340095182382413
460,2978,18.178396752025463
461,2042,31.450377166363808
462,2815,45.34878039764689
463,571,23.955901222172372
464,2500,67.65619293112277
465,1507,76.49995448197575
466,2729,96.2334767265441
467,222,5.069912328683813
468,2973,4.998611694485646
469,2005,29.581853901270804
470,4133,35.73540006238726
471,1211,50.72648501251433
472,2772,24.440850094526184
473,1948,4.239142751225643
474,4443,3.6119502195719235
475,952,5.844958836652239
476,2083,1.1252697188258196
477,3966,83.79247093285525
478,3443,8.017448468093932
479,2477,23.075570634601945
480,3467,19.34040729152224
481,1001,16.00031213090007
482,3819,35.20440147802779
483,1456,0.7190129999581245
484,3912,24.262342416922095
485,702,26.839014892719206
486,920,14.885997477638455
487,3230,4.612565423818353
488,166,31.30597680871705
489,1264,47.614778854046506
490,4260,14.903164247755349
491,1470,4.013120825602186
492,2249,8.315983176762671
493,4287,18.384750072376733
494,1077,39.891597436299904
495,1545,30.971835199545552
496,82,7.960401391854816
497,3032,24.807683261771146
498,153,16.885032706709467
499,1935,20.31388552220855
500,1512,38.723904573712105
501,3923,10.640220029019332
502,1745,10.92729158020029
503,1203,16.54196329992743
504,2199,34.554793785573935
505,1996,109.87696199445509
506,2332,12.804821698016582
507,2672,32.96764902482087
508,172,32.665584429407545
509,3007,53.920797564707186
510,1140,19.27595949358556
511,1702,26.763836833866407
512,676,40.32848338013889
513,2623,71.0382399242948
514,645,29.47144090454367
515,3330,17.749151395854355
516,2382,11.57873138393336
517,3856,54.486839291669895
518,2861,17.21938954303772
519,872,3.595304501644307
520,1738,16.834649098302293
521,2151,5.7836315815324895
522,3473,36.590574323640794
523,2836,6.614804648174697
524,3651,21.335738716328407
525,119,22.66786513577233
526,2290,13.853047184659914
527,2938,16.26198575547724
528,2965,31.234407623462374
529,147,6.671216711769603
530,1568,22.017627536921054
531,2013,24.032666219426204
532,3493,81.10565539085833
533,1235,100.39143441269607
534,64,49.81219057323284
535,1764,44.37466693759893
536,673,25.278404283698876
537,2044,23.091898931551384
538,2192,43.67630541542957
539,2948,84.47080970065971
540,781,47.58498790440103
541,1772,38.539363668934186
542,2015,65.3131351632835
543,3359,32.30155338958684
544,1191,4.085817452108415
545,1679,49.73931585024522
546,467,43.28714263927773
547,1741,14.51659245738972
548,3266,3.1166316943154584
549,41,46.84386195297168
550,911,66.0207721662272
551,500,18.756430612819713
552,1100,51.22177859058135
553,2102,71.96760473986032
554,233,39.25378833066782
555,2949,23.726344161135245
556,1323,2.983604349438849
557,1541,48.25195581560715
558,691,44.47787507583027
559,419,26.533353698461895
560,1752,18.894586318071873
561,2538,80.85803946654782
562,3659,5.204648412088687
563,1509,98.48817202069293
564,655,47.47507604556
565,984,53.267044507328194
566,225,42.102067777752495
567,1715,44.93680182864364
568,3658,52.94957670798476
569,4329,61.439474818465555
570,384,18.15292604372422
571,2416,1.6160609936692651
572,216,31.226778118211087
573,2649,16.882366955100395
574,1296,25.941789831157024
575,4160,5.0239950990739715
576,1467,77.36034448594637
577,1672,5.827631034606895
578,2703,8.5912695054798
579,315,20.079064430296853
580,1181,12.150203450277502
581,3036,14.899740830175915
582,1442,4.632418183105273
583,4406,73.92107204200259
584,99,17.60070212057815
585,1007,26.618728048312818
586,200,11.820259846267561
587,2795,9.708039256152972
588,2349,16.6912424688459
589,2346,35.130741874800464
590,2505,40.39340262154724
591,3149,21.059732244778246
592,3831,3.730412911722148
593,3698,11.217975153412809
594,1516,77.54586759416787
595,1271,47.073338966177005
596,606,13.86813986153814
597,3093,9.276446289862065
598,2223,72.75286187888321
599,154,44.59005004913365
600,807,25.470381900788595
601,4261,35.14446353408887
602,43,33.455412961066656
603,2560,60.9858421245731
604,3298,52.89315625596271
605,3671,12.502776713399001
606,3450,24.002150204478333
607,3319,5.305573277475247
608,281,27.847283350967302
609,1668,15.830753522198506
610,2751,5.501683869317716
611,3243,30.766896735013333
612,3372,5.241174020498875
613,2328,75.29498149520356
614,184,25.887419857806776
615,4417,17.166580210548076
616,1803,39.07321828980321
617,2372,33.20489736207168
618,506,33.1358021515307
619,1852,53.15787585920006
620,961,16.3950087919078
621,2886,71.49582763381434
622,397,107.18800309162523
623,3371,18.7700024392538
624,2251,29.199754301895467
625,2525,4.533316486363077
626,2314,37.01816989875303
627,4297,45.083201423324795
628,738,32.708085176016084
629,4400,2.9216508692989436
630,1099,19.190132971796004
631,1827,14.67265669032679
632,1103,14.87790627199007
633,1417,56.5114962695223
634,3665,33.60573424364745
635,333,65.71637964265216
636,2218,13.274692260528639
637,2019,11.432541083203745
638,2039,34.30742627414649
639,1736,53.315313019539616
640,4203,1.9785181040166862
641,292,23.46698773175217
642,746,19.54050047316818
643,3947,26.868519543814898
644,3389,4.879143105070028
645,896,14.425799873615347
646,2173,19.92942255287946
647,2829,48.34696798428236
648,48,52.27170910050256
649,1131,66.08363791695243
650,1497,1.5973059756918246
651,3896,47.92915427318691
652,3057,5.828410591299537
653,1049,24.79025403137223
654,914,42.474954152246596
655,852,20.70423103690686
656,218,34.85540225325033
657,240,11.398798808720585
658,1630,9.45490963965375
659,4393,35.63456891759526
660,1301,17.786938209673906
661,2890,48.19798231124879
662,169,21.339809807067184
663,3987,54.842473963277186
664,440,12.396264322014304
665,1762,83.28232367094432
666,3803,29.13990080154153
667,3111,29.505623816144066
668,127,17.23815802078923
669,1539,41.53790897985755
670,3033,48.21779364158437
671,1095,2.973085255762669
672,677,31.987338900280463
673,3053,123.7858859020376
674,2908,30.124330839313927
675,721,9.995053296230196
676,3530,5.535710190483542
677,3279,72.90327639480586
678,156,8.07133792172209
679,361,20.412153991725233
680,2291,15.867740899300742
681,4147,8.355986429894045
682,1755,25.914835534154207
683,2440,37.524660996084094
684,3654,27.70645601892764
685,3826,80.10424288439631
686,2140,47.69225951144992
687,492,25.113106780437136
688,4317,48.30379591892422
689,1620,74.32719095715538
690,1345,52.17359149493993
691,3655,29.076349902168943
692,1513,23.973188237626175
693,1144,74.71175289811515
694,3001,24.532641104824563
695,1420,21.28516990639605
696,1949,14.05751857669378
697,3238,25.44770510898286
698,860,42.37560893844278
699,2141,42.07878911373018
700,1836,10.565484381377189
701,453,24.926066978236634
702,859,27.360966794838816
703,1847,1.3265488948175914
704,1808,32.37729712085098
705,633,50.671387759899005
706,2547,39.26282830061683
707,1016,53.007292454778025
708,1409,7.990000980101314
709,990,10.312688875376239
710,1269,18.049219249504517
711,3169,46.98103844598464
712,741,46.3130088196136
713,2369,26.711190251374376
714,1601,37.3336638759647
715,3235,13.289248328900413
716,2762,2.9696616214715164
717,773,11.687636073596366
718,1893,46.10851494033423
719,756,25.369321088921197
720,126,62.85623871934263
721,2771,19.25929482659072
722,1770,52.460328772044704
723,1161,3.891769593326501
724,2628,57.93127847203934
725,3131,18.247657836346193
726,2459,31.459294837875888
727,3727,101.282664592115
728,3042,1.3495316185653508
729,344,5.298619731492863
730,626,39.447651222520676
731,2752,33.41859081387523
732,1184,11.842999053584009
733,832,50.908339920398106
734,3736,23.213569738469843
735,1126,46.61697316548663
736,1901,27.999006195461178
737,649,23.482958462586453
738,4469,1.5421318931926038
739,3680,51.39922188495491
740,3234,81.63253768078741
741,1411,9.437873110036264
742,1743,4.940807021903822
743,1783,39.716114587418105
744,2176,15.370435205339078
745,3761,53.81483985992617
746,3056,106.43869950330122
747,3883,51.09652428915223
748,3764,43.438958148396296
749,498,15.009707866793576
750,2728,67.80900050572032
751,2694,35.78710398410121
752,1612,17.465991439285432
753,2877,26.830689125779656
754,3407,15.786054350146166
755,608,24.93776282603153
756,1632,40.471911210285015
757,398,25.612910544273944
758,899,23.45513546412502
759,4438,44.67862405093915
760,2434,24.658827884073048
761,2325,6.409899263432948
762,680,52.76286576908012
763,4477,65.38265440339
764,3679,26.093556045239865
765,4302,36.904219012202006
766,993,7.268123633095911
767,3480,32.148840332415006
768,284,5.916762326607852
769,2607,2.2540779029960163
770,1053,22.31787636839988
771,219,32.99334822529505
772,3805,18.52418375533412
773,380,17.84999688684809
774,2387,34.998539951411914
775,3025,11.05643942876118
776,534,1.6134892093579083
777,1326,47.74023472698799
778,864,27.5292792860472
779,461,19.509967977230332
780,1009,33.986997625153776
781,116,32.88624229989347
782,1008,29.18476842501059
783,2045,41.95871377669144
784,3383,13.11044808749179
785,2115,57.48214485563514
786,227,0.6817231280624583
787,1940,17.05986294351773
788,3823,71.52466574512677
789,3247,31.806374807392928
790,1175,4.456781133308596
791,588,69.81462004107183
792,3145,44.16128173721319
793,3339,26.979964977879234
