,index,pol_reg_split_genre
0,1076,36.659984125569935
1,358,231.70143585080916
2,2408,61.992676417676876
3,4074,48.04172939695549
4,2998,25.768744113884736
5,1931,26.22286295311423
6,304,19.047362875694375
7,1394,36.91092278086279
8,4502,40.99225616473642
9,3860,94.55626953353101
10,2550,13.273607616558905
11,3818,20.44009855765573
12,2008,25.364900278254055
13,1869,17.99231388729578
14,3151,131.78028603797446
15,2885,17.401795830162484
16,1207,2.148811676226302
17,2634,32.2322297737191
18,1453,35.39147400155451
19,2779,55.557600360422725
20,3762,12.396044604661483
21,1239,2.9656062346746808
22,2059,9.63205150964609
23,1600,97.62836066062424
24,3997,34.436435003970246
25,4500,87.59771460326162
26,1307,54.99197350383537
27,932,8.09100920180515
28,280,31.714545499245787
29,2051,26.997694296741884
30,2914,85.90769399252349
31,2854,89.56689031252358
32,3635,9.280374560791927
33,1254,148.0026130206917
34,1891,77.31283412266163
35,4217,20.56714128766849
36,2236,36.031318896874325
37,3184,26.583021015718572
38,2113,19.415009741594304
39,1795,22.34664409778742
40,295,14.927435346713423
41,243,37.37909384058571
42,1850,12.952525255915958
43,4087,21.930979228357728
44,4197,26.983013399576578
45,2727,48.924486439748534
46,1032,9.955334650298198
47,2679,32.07307504433214
48,367,1.1423457868794742
49,541,3.029670143345413
50,3312,66.9860607345074
51,1316,13.321016576556076
52,1511,43.04995303484765
53,3634,27.985954423794368
54,3822,82.32534998273982
55,3765,22.988282256879074
56,4199,97.74534363717429
57,2522,16.897288796970372
58,1367,2.6025259639716865
59,4213,21.09174226124378
60,2919,246.4972129369085
61,2585,37.138118210761746
62,940,58.95596221198528
63,3323,103.08328632674628
64,519,63.05409233115125
65,2108,92.63212572862227
66,660,39.24338506074588
67,4321,77.0176214506483
68,205,1.7024564775693989
69,512,46.55129558812297
70,2527,3.723425644478425
71,61,7.791884415929019
72,3482,23.014583174848383
73,3917,55.47152601050925
74,4327,39.91903222436439
75,1551,63.32556837933555
76,2464,59.47505618795532
77,1650,5.469338202532782
78,1553,41.97492777196061
79,921,17.22133868921884
80,693,28.75107291161254
81,3938,51.982066772928874
82,1988,10.739037963086218
83,2076,39.292500861056226
84,2913,52.12786572738844
85,1580,18.544772874386922
86,2017,3.8835765907380164
87,2224,67.81770312746085
88,3983,11.028831277134067
89,3494,69.11863130862625
90,347,16.881654468600175
91,3503,6.420316170213852
92,2093,13.985489250649039
93,421,28.69996923045028
94,3981,45.09439094930696
95,3054,92.19439193514694
96,1728,71.21618814243433
97,2923,27.802754617473653
98,1166,24.242952442946148
99,3436,76.27386532624831
100,2297,198.29228420932586
101,186,39.49038382940921
102,1400,72.47285304791455
103,1742,6.845606213254712
104,4495,29.492158249029615
105,681,19.760785706587
106,3108,24.427914742887452
107,385,19.220378615039692
108,3044,33.23477412391321
109,189,1.9417002532098877
110,300,46.40130897050932
111,2004,48.80567236921689
112,496,10.098514002736863
113,3277,49.10888972293327
114,1504,41.744871188562456
115,4439,53.292752580337336
116,2559,2.6662267722628883
117,1238,48.571863839747635
118,2930,29.404808382422175
119,1217,20.00047804073506
120,66,97.74395930575895
121,707,40.18229685472278
122,855,1.8466248474035183
123,1353,24.011465817868498
124,2481,95.41504852144885
125,849,9.878671348303499
126,1778,40.16363719424362
127,138,15.803873354477616
128,1253,21.681296363962332
129,1478,67.22758736632773
130,3934,16.341381407942606
131,359,13.568168008344799
132,3017,17.916185486239357
133,1929,133.59804047187404
134,3581,72.85624801666798
135,576,6.4835456071522515
136,2354,27.042527756752975
137,4179,4.0600723657896935
138,1422,40.47562236094407
139,503,21.616119360508094
140,983,8.024519350473298
141,3893,48.66295624423313
142,1592,12.65374001247065
143,1068,12.62122450180911
144,1930,29.245105659224834
145,103,34.47244939763624
146,2721,23.52915108562496
147,2745,48.773646869885596
148,2065,82.62289742920814
149,2516,24.953722246926503
150,2374,26.346777914290556
151,1066,42.817374844900996
152,982,0.13537895653217902
153,4134,1.3748387403480251
154,1816,11.490176262201402
155,3308,57.14562273799886
156,3191,15.221857524063068
157,4467,12.947425268093596
158,3939,74.01784123066024
159,2460,83.90688799131021
160,3776,70.47610954503745
161,1216,21.397435196079897
162,4346,18.08060240942561
163,1817,13.827883504325655
164,3573,21.03776494277338
165,1579,5.479091002627854
166,3274,26.92850640281219
167,2066,5.019539721741012
168,1090,3.3927532583711297
169,2520,18.881786759694847
170,4042,16.99757188319778
171,971,14.367211480837085
172,1924,3.0154097533114737
173,202,24.72334622804226
174,4391,4.9306795435405775
175,2117,3.0837625801740387
176,2247,13.355057039592992
177,1344,9.426858440025569
178,4277,16.860841494412938
179,2367,8.954940258680324
180,622,9.670280950049346
181,2126,3.005368321066271
182,2642,2.848048000318556
183,2571,68.29396576674856
184,1436,122.06112785025479
185,67,52.517209809811504
186,2838,27.494540409736302
187,230,101.86209090382448
188,481,17.417351518080693
189,4176,55.1109990539255
190,2698,69.7512284098556
191,2551,15.909361612196847
192,817,37.17884908140627
193,4194,47.05143348538084
194,4461,76.51440083788498
195,1477,2.4074898358660732
196,2064,20.536214332673808
197,1222,0.30411528949355215
198,2130,43.68469566671149
199,89,25.659820757164994
200,2770,63.74501969725486
201,1188,11.208395085382165
202,3945,21.48550804386815
203,2094,41.205305379115345
204,2090,17.950072504763
205,3504,7.091504272181794
206,53,28.9237392669678
207,2717,53.42105887744518
208,4423,104.99876138515711
209,2475,32.50425141118143
210,4451,0.49003923525829407
211,2887,8.226341842446999
212,4268,22.038150620226688
213,2504,18.503230674206748
214,4140,45.14312023973466
215,620,48.078131856176356
216,4173,4.401188567398833
217,2384,57.54217264045616
218,902,14.814464531388182
219,3606,50.769621795165634
220,282,24.4520151471267
221,1128,7.4501682113714764
222,2912,44.35311157681062
223,1062,23.456055587344594
224,2546,18.390759363382955
225,4102,17.365334366811737
226,3621,99.53126018410956
227,2535,92.96480978108164
228,1449,38.21997880136121
229,3544,41.41906681168058
230,2208,61.48441056775037
231,3800,13.18003220886871
232,2422,24.079093218079663
233,619,88.64279007220495
234,3958,23.672967486617992
235,2197,43.620121446604884
236,1272,38.67051614104963
237,1229,15.29134187113877
238,3972,39.231355099218916
239,1348,59.885905215102866
240,1754,67.42801288281615
241,1932,30.92833339881446
242,1121,73.48406121010873
243,890,0.9547484633932868
244,2645,10.143498703970124
245,3354,72.77075058327216
246,185,95.45414155131854
247,2882,8.751496158913739
248,2754,112.02599286401329
249,1241,18.974429942008612
250,306,74.0182345222742
251,4044,4.076298295072718
252,2503,43.93590837697508
253,3571,55.36632595159378
254,1868,21.13963412127964
255,847,50.80001956257814
256,1835,12.853186022431004
257,4312,5.542905435575108
258,3091,13.820810392356776
259,4504,20.714021925664696
260,857,32.812815830150186
261,790,6.485326740611441
262,3181,5.059982366219089
263,2893,2.683612758598599
264,342,38.940662048105764
265,812,21.734167332502125
266,1043,18.684257709941733
267,1018,19.52462569919868
268,3979,40.053614166464676
269,878,86.66976935745288
270,2976,16.297458036971136
271,1050,21.937633337887263
272,2614,53.78599413350088
273,2682,4.1196941238721365
274,1148,55.59754907290932
275,3393,14.358781260552945
276,737,4.081257935754934
277,1760,0.7523864092449628
278,2212,107.62548453036922
279,2185,47.648580690584595
280,508,72.22945493277581
281,1440,12.178721615286122
282,3028,36.29028307532411
283,4499,55.76232999865546
284,88,33.33176863432368
285,2971,35.549586844104255
286,1933,42.68698707052647
287,2952,18.525924252915928
288,1532,12.080169233201786
289,502,53.243094578722605
290,3072,51.45605894448695
291,3362,105.72006366154095
292,2747,14.13835468021415
293,769,5.97423494713874
294,2285,29.93353477613755
295,3163,22.748192916879702
296,3432,73.52974499906182
297,3783,10.636593104333912
298,2701,80.22626911361789
299,257,47.87556542665345
300,1164,1.3598721902718012
301,2079,17.03696925435389
302,3722,67.46734785864945
303,596,109.9725525562738
304,4244,29.022973053252827
305,1034,30.062487359629557
306,2857,84.23304983175382
307,2856,74.22699574702011
308,1355,2.637634112635453
309,462,48.615250624843924
310,3539,53.327283602647896
311,2590,75.44391285212278
312,599,12.676350147472931
313,950,10.635430282465876
314,2303,26.31923099085199
315,1379,16.997134172547078
316,2302,20.797764295408427
317,2956,27.435242946519878
318,2621,22.784990308882755
319,3940,72.78410322612913
320,1178,30.745400283813012
321,3906,33.009679939009715
322,1317,24.470722267839875
323,3838,59.705740150674494
324,2553,4.209673253000091
325,3756,38.54827375089404
326,2103,15.569963696545699
327,4326,76.58847958099787
328,1805,43.394129632682336
329,1340,57.898530205286136
330,2509,42.92426315589631
331,377,3.58644348859616
332,425,69.24137793856437
333,1177,61.740566319546105
334,1506,12.743587071092122
335,3862,71.48982964208093
336,1457,24.623812431651658
337,2734,6.931832376858409
338,3645,65.34525031928085
339,3055,69.19150003646394
340,2702,44.45190291503323
341,3310,13.270864826522086
342,1196,92.15545502033683
343,989,33.15680492818325
344,648,65.87106961575458
345,2344,118.57682610913747
346,2677,73.01713011709893
347,2085,41.971797747176254
348,3171,47.558998051283794
349,155,35.86901276692146
350,4,40.36005163958009
351,1331,90.99854264135342
352,3120,15.627114938766454
353,895,32.39816789563315
354,1598,3.3371284515532977
355,4377,20.870197197908524
356,2781,32.920098360740184
357,1604,4.607832493284036
358,900,58.18531363246865
359,1773,18.741729378898015
360,4285,24.16498718746817
361,1564,9.452156439125048
362,823,17.766556695412106
363,1790,8.297701654903733
364,1855,19.04576828471818
365,235,13.248511887815994
366,1596,29.173423598388013
367,3848,26.145109874088064
368,231,9.601367580328827
369,1462,41.037421871865206
370,1608,29.060615948094522
371,1154,17.575174976142023
372,4050,62.19597769847989
373,2695,28.097885622913594
374,3165,18.425132831623728
375,2322,0.4490256165808546
376,2814,54.91492387346585
377,1338,33.306785431599394
378,4069,44.04986473026689
379,1318,2.3130309547131844
380,876,15.33242051743548
381,2791,51.713077313120436
382,4098,36.455864191270265
383,3239,53.56171812468378
384,2007,23.055745522216824
385,3346,84.26935705784439
386,40,0.778405934678517
387,4442,53.51663570998164
388,1670,44.76861369985805
389,3463,42.4640704784928
390,4204,1.226205646421242
391,3292,32.25930029048544
392,2054,32.408247848235305
393,1072,24.596998113962286
394,592,54.79769040503925
395,1675,38.938110819132845
396,2982,79.98575636554173
397,2217,97.24129168722241
398,1336,8.25438994552951
399,1361,67.02506513476521
400,4143,27.652355430520544
401,4181,2.0319431804797716
402,81,44.12220803412984
403,3583,43.72160040881742
404,2165,4.826385656059642
405,2146,26.755612698250445
406,732,15.296862160050438
407,2033,9.428085589033998
408,1176,8.822206728076196
409,338,9.751362599773245
410,2476,15.657982573021798
411,2696,20.631109914637307
412,3768,24.22558040052033
413,658,8.827136034339048
414,566,14.519302863273822
415,1514,12.838766875648219
416,1387,14.428762510779904
417,2994,8.334976430813384
418,1306,18.19137618201546
419,2812,8.196980634403445
420,1248,0.9719580257617793
421,2032,14.62035808647832
422,1210,0.9005213525367708
423,4485,35.23701060598532
424,862,38.053221814601585
425,1313,12.554865237886332
426,3046,59.79492058648739
427,3240,34.89296347979587
428,49,36.83854680009131
429,1554,56.26578546010012
430,2963,5.937205485952205
431,2134,28.052589093078666
432,2544,28.412947156321934
433,824,11.91476302264141
434,4183,34.35375129262155
435,981,25.340174861804798
436,669,15.500530925640305
437,1480,27.99226334490166
438,2104,20.960469150992026
439,44,11.499380565719775
440,1162,53.450616014683504
441,4182,12.955526820933827
442,787,2.615420264146792
443,949,42.60439720939277
444,4095,9.699638291282326
445,3401,46.44853131727385
446,3289,22.362197689274524
447,1769,108.69091020118313
448,1304,45.629723203906536
449,475,45.85318607812604
450,1706,62.22197119309797
451,420,2.2655324155834364
452,2399,72.9734008217454
453,4070,22.939779170591635
454,520,34.34665626204543
455,3995,30.961453958995776
456,705,56.91086604996957
457,3457,22.899029828125506
458,3267,81.69103364479616
459,1581,15.773187503787824
460,2978,27.650992147178044
461,2042,37.62978833435244
462,2815,23.926788783226357
463,571,76.99148791763355
464,2500,154.2507407706545
465,1507,95.59570180626642
466,2729,54.259665784762745
467,222,19.849867757375193
468,2973,34.515073247483855
469,2005,21.113157414769546
470,4133,54.297431013049604
471,1211,75.65430887093166
472,2772,22.97901635392452
473,1948,15.992446390031716
474,4443,10.242615356069408
475,952,8.148837260326246
476,2083,6.8964599596197615
477,3966,57.044796005534636
478,3443,3.376723020426141
479,2477,17.85979089518446
480,3467,44.85310586249233
481,1001,1.1399161156555095
482,3819,76.85976390229547
483,1456,7.479930270271524
484,3912,40.50277017454309
485,702,31.77861079978868
486,920,3.006237080154449
487,3230,15.896313119679547
488,166,61.31040308250826
489,1264,52.15297102047106
490,4260,16.43228882983552
491,1470,8.4159434419729
492,2249,67.31335408204723
493,4287,4.257529880032337
494,1077,43.40711713335891
495,1545,35.56562152643599
496,82,1.0018668768237262
497,3032,44.992729683437986
498,153,26.134119220181958
499,1935,40.3625709843804
500,1512,28.596715907025043
501,3923,35.72291403937757
502,1745,26.229781310343924
503,1203,16.59434072094021
504,2199,45.86902914428552
505,1996,124.36152398987912
506,2332,54.244046088133985
507,2672,89.21233031092609
508,172,34.011874083679686
509,3007,57.78304975098618
510,1140,32.29605000754077
511,1702,35.63773093030349
512,676,16.64681563660588
513,2623,72.49489540930117
514,645,77.09951782847861
515,3330,10.48155642482034
516,2382,16.16426814681705
517,3856,57.89364547241496
518,2861,45.3291572260344
519,872,19.88390010231859
520,1738,19.38106457603766
521,2151,39.99473078857213
522,3473,26.294191516394818
523,2836,47.19944800582816
524,3651,17.760865619838654
525,119,32.963997118539226
526,2290,22.792080150426642
527,2938,7.440566298970367
528,2965,65.49997239840806
529,147,15.194258748747643
530,1568,0.004383145233731511
531,2013,4.289505221069959
532,3493,100.6960665302816
533,1235,84.88472916471892
534,64,40.93562404499306
535,1764,15.694512401151059
536,673,27.40981836054027
537,2044,60.760399888574625
538,2192,66.51968896855406
539,2948,62.389940048369056
540,781,111.10959257964595
541,1772,83.75110566050643
542,2015,58.22050912110063
543,3359,67.61010128258627
544,1191,8.383570737034375
545,1679,55.48122272553337
546,467,31.40433588214259
547,1741,22.329556819348
548,3266,48.08769374198704
549,41,34.33546241149162
550,911,17.926068434623744
551,500,10.607295535999413
552,1100,3.2994909349014847
553,2102,36.459928095172785
554,233,16.52659761868256
555,2949,45.69200414366179
556,1323,20.406015544751654
557,1541,38.4096779239988
558,691,18.48989497024263
559,419,12.569499827008428
560,1752,17.736498049512562
561,2538,89.15522207118468
562,3659,35.1708311363049
563,1509,46.4872761456449
564,655,2.0211719537742
565,984,54.61309974574169
566,225,67.21673259193051
567,1715,49.15722653752681
568,3658,14.988202624879435
569,4329,61.64090000558005
570,384,7.186166260036657
571,2416,1.4388680280783035
572,216,65.60002587902432
573,2649,28.65298825559742
574,1296,18.69174989786478
575,4160,53.845470791484814
576,1467,50.36393252600428
577,1672,0.642820054490187
578,2703,11.299505532221275
579,315,8.974098932050651
580,1181,18.395126202554593
581,3036,6.185881757538269
582,1442,77.55766641681308
583,4406,87.30997649126073
584,99,46.26689757105578
585,1007,51.45855149597449
586,200,20.19566777207268
587,2795,39.7715308820172
588,2349,35.56950398470474
589,2346,22.303982892273922
590,2505,61.58664875870042
591,3149,2.52553898320042
592,3831,19.461520003372385
593,3698,2.3115796987267885
594,1516,64.81324934772258
595,1271,39.148669087350214
596,606,0.29481823466824153
597,3093,0.5825839921247393
598,2223,68.51923868134784
599,154,7.46010931482283
600,807,7.162229481056727
601,4261,29.827792492443322
602,43,56.10763352626532
603,2560,70.92714868385696
604,3298,32.314766953630595
605,3671,14.877234964700449
606,3450,31.511355486563723
607,3319,5.15168394812531
608,281,36.18628958985141
609,1668,13.377876700921263
610,2751,91.58535532256583
611,3243,34.30296719302682
612,3372,50.118408350612526
613,2328,13.07859998505785
614,184,5.1644459963829945
615,4417,35.59013811318681
616,1803,0.4743478874707421
617,2372,20.253147200122527
618,506,9.402251179027473
619,1852,46.63547373144033
620,961,12.33139522920601
621,2886,32.080088762558574
622,397,92.50968593405113
623,3371,40.59160147896864
624,2251,25.080995962396713
625,2525,17.30661920723591
626,2314,18.094761255672438
627,4297,64.31638372912889
628,738,9.096901910536388
629,4400,50.43050883132189
630,1099,20.133500978820337
631,1827,12.440433282139168
632,1103,3.8868184604526164
633,1417,61.86515239887382
634,3665,33.20661206755315
635,333,27.665568288012253
636,2218,12.593278348903652
637,2019,14.622431155232476
638,2039,89.63907871355046
639,1736,57.40435473894925
640,4203,127.49228090604815
641,292,44.92738653213058
642,746,28.33742226568384
643,3947,51.18497422047959
644,3389,8.897408932168702
645,896,30.87484936591244
646,2173,10.419598091724481
647,2829,21.760867063634933
648,48,56.841893890513404
649,1131,42.51228652402267
650,1497,5.811606782983773
651,3896,57.76618912058815
652,3057,8.051134475232644
653,1049,5.901883470251022
654,914,11.71699268428074
655,852,77.01118438178804
656,218,23.23160569168303
657,240,24.72380058311188
658,1630,1.911403468445144
659,4393,49.68885046328603
660,1301,4.690511571785635
661,2890,30.727522473436863
662,169,30.28807711894359
663,3987,93.84614805196838
664,440,2.502388699140738
665,1762,52.554567607237345
666,3803,25.578731170838267
667,3111,21.17791928104242
668,127,7.760191464261084
669,1539,50.3568695364759
670,3033,18.750955358295414
671,1095,10.276764047718615
672,677,53.05920395533269
673,3053,105.16660563853539
674,2908,2.964093637397127
675,721,3.1506145472968115
676,3530,20.203467582694742
677,3279,61.39398455204551
678,156,35.246770354303976
679,361,21.63317252315278
680,2291,30.514428531402586
681,4147,18.502427137930027
682,1755,24.757479399491046
683,2440,27.429835876475636
684,3654,70.07839182441475
685,3826,60.174216562460174
686,2140,21.100783658100994
687,492,37.64957065034139
688,4317,15.283753522061886
689,1620,106.3096768095779
690,1345,41.56288407858267
691,3655,4.812363281442828
692,1513,52.66593404310788
693,1144,72.16263756315357
694,3001,70.41984549222116
695,1420,36.82100536834329
696,1949,12.881208516365575
697,3238,12.450251696321601
698,860,51.295809317908265
699,2141,31.18632823474192
700,1836,12.725021952454767
701,453,34.80386181543986
702,859,24.507525794260857
703,1847,14.149786295995966
704,1808,26.39979248707766
705,633,34.889314782061945
706,2547,9.539059825803918
707,1016,136.09506843245174
708,1409,5.855114877714129
709,990,13.18712230548772
710,1269,13.337872030108315
711,3169,24.688435804688226
712,741,13.769632978009753
713,2369,13.473111375253183
714,1601,2.334062206404951
715,3235,23.372884536539146
716,2762,31.21230023050333
717,773,15.835909418936069
718,1893,59.349679680317365
719,756,56.12529599245747
720,126,38.38819184061134
721,2771,68.9653391363058
722,1770,65.4372805369677
723,1161,32.86082930748836
724,2628,15.340398502623259
725,3131,50.70676273909014
726,2459,27.434374876833942
727,3727,14.196237142123294
728,3042,41.237276419699725
729,344,35.09916431633468
730,626,30.99359421449708
731,2752,118.76274512835155
732,1184,1.264629732663309
733,832,23.97935415770553
734,3736,72.91838800823184
735,1126,56.763384039080734
736,1901,31.262241815787135
737,649,6.536244522369657
738,4469,9.544412298008538
739,3680,24.139251415977682
740,3234,105.94732053784395
741,1411,29.545538646989797
742,1743,14.386515016186422
743,1783,24.63491266956987
744,2176,72.18525912500196
745,3761,70.154431823741
746,3056,85.21049958578791
747,3883,2.7350543462881944
748,3764,82.4673041572899
749,498,6.189110849948236
750,2728,78.7745273237548
751,2694,37.877528850319294
752,1612,8.251818439072537
753,2877,57.820368580405756
754,3407,20.238848717866993
755,608,44.51789046192272
756,1632,50.62490661780609
757,398,36.78906717133404
758,899,11.081828388544977
759,4438,76.19687537071688
760,2434,21.16838098276861
761,2325,12.13197577891458
762,680,60.963477086181655
763,4477,74.9560403574647
764,3679,26.584186288189613
765,4302,16.548030378973692
766,993,9.159895504793667
767,3480,3.2003741408846054
768,284,33.260684537283964
769,2607,17.56597090313892
770,1053,14.514564938323275
771,219,28.60360140516258
772,3805,27.914224868239586
773,380,15.052721438244305
774,2387,38.8978339253278
775,3025,32.02893032983279
776,534,6.873642697885714
777,1326,121.41237683625938
778,864,10.519297356147888
779,461,27.473521906467823
780,1009,23.706629440014865
781,116,15.7579551518794
782,1008,27.224922086081875
783,2045,7.1024092093389015
784,3383,56.758864770821134
785,2115,64.2798267412011
786,227,12.21732943771039
787,1940,4.441830984095191
788,3823,122.25623738934934
789,3247,40.84864334591488
790,1175,8.537493773305187
791,588,19.06498191082531
792,3145,37.09270753494823
793,3339,10.922560591841176
