,index,xgboost_split_genre
0,1076,27.111039649072495
1,358,228.20387085772683
2,2408,61.17495451993824
3,4074,24.696714186793216
4,2998,14.299504548124077
5,1931,13.967207030727934
6,304,21.945676102846903
7,1394,23.268896462861136
8,4502,61.44519614494247
9,3860,76.28842175071912
10,2550,49.61111754267387
11,3818,5.659223970810402
12,2008,14.090925444906105
13,1869,7.789585334636342
14,3151,77.92467336235927
15,2885,9.427003130858168
16,1207,10.761611465394708
17,2634,16.769455790540405
18,1453,40.87950179663551
19,2779,27.74623844398903
20,3762,27.743705134906094
21,1239,15.17402057678106
22,2059,4.860415944120064
23,1600,52.779314864534825
24,3997,115.63060481080828
25,4500,2.214392301537586
26,1307,60.51550813972915
27,932,30.247713013791838
28,280,12.553512936177754
29,2051,31.63071680907626
30,2914,75.34888519041016
31,2854,76.9999115274245
32,3635,37.278441614901936
33,1254,113.3319457509904
34,1891,13.570647339266117
35,4217,30.48747067409103
36,2236,67.2986745030866
37,3184,16.897870266727153
38,2113,31.898170970235356
39,1795,18.932915425926296
40,295,26.52459115119018
41,243,12.119967215382644
42,1850,21.205013190131666
43,4087,12.101800321896036
44,4197,36.54220776891373
45,2727,43.73825858332938
46,1032,8.565168839212049
47,2679,53.63783273013081
48,367,76.47288295472617
49,541,27.52247484410617
50,3312,41.553034683819035
51,1316,26.9135180805402
52,1511,72.58503538892165
53,3634,16.722214792125357
54,3822,48.62150525078826
55,3765,26.506715143584415
56,4199,12.078104294970089
57,2522,7.376893738475275
58,1367,2.064888304638032
59,4213,14.081264885642838
60,2919,151.5864175688455
61,2585,74.0697411198889
62,940,17.124247227048045
63,3323,75.527307241704
64,519,35.965257463937576
65,2108,107.02165418188002
66,660,45.13226610162616
67,4321,23.53951762151332
68,205,3.1353609287616564
69,512,2.838626489588421
70,2527,2.0391279317834403
71,61,10.040907878452515
72,3482,5.947579705974192
73,3917,2.684520532265367
74,4327,51.01943250508156
75,1551,9.613677568343746
76,2464,38.73971577065805
77,1650,15.149877925260824
78,1553,39.4727356696867
79,921,17.069904107051343
80,693,33.52562036632014
81,3938,78.87663570848326
82,1988,7.9444000043095
83,2076,28.97549197562961
84,2913,76.01084469204207
85,1580,1.6172115850234263
86,2017,16.350718767420062
87,2224,42.066010593812706
88,3983,26.363222245935894
89,3494,57.750857262171195
90,347,14.456817079167365
91,3503,13.796564099233507
92,2093,0.13284418371773654
93,421,15.977871258309222
94,3981,78.87445539685822
95,3054,72.31126099099944
96,1728,80.65104034405638
97,2923,61.738787796788245
98,1166,33.790893725260105
99,3436,85.51483720299183
100,2297,199.44083781849577
101,186,31.25518598909872
102,1400,7.869737141493658
103,1742,8.462391675979177
104,4495,0.5509040569314436
105,681,35.99465891616762
106,3108,22.528491688130742
107,385,2.8146487520195365
108,3044,26.71007815491572
109,189,11.984397443760258
110,300,50.59275881061649
111,2004,48.210432483267454
112,496,1.9399519715167912
113,3277,17.315366677450243
114,1504,34.47907480042602
115,4439,16.915294037817077
116,2559,13.742172248723278
117,1238,3.388505927335359
118,2930,4.276101730657899
119,1217,10.749289688652766
120,66,48.86709447827582
121,707,13.699677148822389
122,855,42.3683035589529
123,1353,21.689097862787946
124,2481,90.69579757297805
125,849,17.11298990182968
126,1778,74.76658387180407
127,138,22.718906931248114
128,1253,22.332470596080412
129,1478,1.5474137929964797
130,3934,25.300104912858416
131,359,11.608503360349744
132,3017,13.055682485478115
133,1929,128.40316021504387
134,3581,65.32403361911882
135,576,32.701640975922146
136,2354,6.392633369512794
137,4179,15.742709178738409
138,1422,86.10351353639155
139,503,51.62923424733344
140,983,4.629688225776903
141,3893,27.065363323358312
142,1592,7.060595929814468
143,1068,11.261949225387752
144,1930,23.467365433154015
145,103,21.910028500218743
146,2721,11.560504464741456
147,2745,50.30566543364304
148,2065,90.20299143774815
149,2516,23.02004882084597
150,2374,8.524688338545957
151,1066,30.364561709517375
152,982,16.95529036149648
153,4134,12.24569294614571
154,1816,10.168543868057583
155,3308,55.778564414679224
156,3191,2.8716084824054064
157,4467,29.079218580176956
158,3939,42.47757497173208
159,2460,86.67124053169391
160,3776,52.124578625269294
161,1216,27.634292555706708
162,4346,25.871548649083365
163,1817,22.81088788484692
164,3573,0.4717786032904314
165,1579,31.298445082619196
166,3274,11.659040681113936
167,2066,20.535466480349044
168,1090,9.764771655591375
169,2520,20.205812451017778
170,4042,6.4858776005550425
171,971,41.29043351359354
172,1924,10.87938076667291
173,202,13.142012316354794
174,4391,21.940617683847705
175,2117,14.631217851820878
176,2247,26.446039195267048
177,1344,12.857138946114048
178,4277,0.23516680465769468
179,2367,4.711050931754187
180,622,7.147891633740812
181,2126,52.96826579007171
182,2642,13.141582132329063
183,2571,17.475048779222874
184,1436,111.84293215255963
185,67,19.18424932985647
186,2838,22.687910490297142
187,230,6.508436183838285
188,481,18.927654234513113
189,4176,66.19764156655827
190,2698,39.38915984869587
191,2551,40.818462274572624
192,817,18.03260013054279
193,4194,33.33549609767823
194,4461,15.246084283736458
195,1477,9.199937322118188
196,2064,35.447694930743694
197,1222,35.04148591415699
198,2130,22.50379720553201
199,89,0.7211464779069274
200,2770,39.94503217446328
201,1188,4.314399851643827
202,3945,21.620876039104246
203,2094,15.166186535474623
204,2090,41.34327006110078
205,3504,38.98734239001152
206,53,62.079082982067064
207,2717,58.1599979287536
208,4423,6.1329779957966934
209,2475,38.48418769421397
210,4451,16.928650898641635
211,2887,3.745583294715914
212,4268,45.323858259636566
213,2504,17.922730134401007
214,4140,15.253336035320046
215,620,34.65728726284601
216,4173,29.60788882840751
217,2384,60.35337578017197
218,902,29.254916273142328
219,3606,9.019810454235497
220,282,45.914164254318166
221,1128,7.744099013093148
222,2912,60.997251791663615
223,1062,2.091939929613801
224,2546,33.68331115201855
225,4102,5.207082401009586
226,3621,129.7259679777706
227,2535,58.971838439607865
228,1449,37.28388173356916
229,3544,42.4852588808032
230,2208,72.23997217676929
231,3800,2.6284769158260417
232,2422,30.694330265398975
233,619,31.25274564306477
234,3958,17.1015785415087
235,2197,44.38424445000973
236,1272,41.9196761783507
237,1229,18.851379044781282
238,3972,41.744106760938195
239,1348,29.63176422270692
240,1754,34.851165725760865
241,1932,34.19073697498021
242,1121,44.585509992396624
243,890,1.68174045001183
244,2645,4.671831182517735
245,3354,57.086550669734436
246,185,15.68401470687121
247,2882,10.042855393095039
248,2754,42.09315538951461
249,1241,19.580884993082634
250,306,79.97284734103309
251,4044,20.20347518258754
252,2503,15.12519761427626
253,3571,39.54965155115892
254,1868,10.98807869315354
255,847,66.89669216522731
256,1835,35.48356322781427
257,4312,34.766816936450965
258,3091,4.576825754966393
259,4504,20.168312552733184
260,857,6.286392922201173
261,790,31.737204428053758
262,3181,7.919490602477822
263,2893,30.651216063497174
264,342,33.67911813069452
265,812,16.412097850508076
266,1043,11.434941411173952
267,1018,34.2846000251331
268,3979,69.60281580610703
269,878,117.24693900933278
270,2976,10.308121135557627
271,1050,23.158845188204197
272,2614,55.448777123951515
273,2682,28.446499404331462
274,1148,33.822552243595794
275,3393,22.517992513454573
276,737,25.886244328316934
277,1760,8.779684590819187
278,2212,100.12406060385678
279,2185,26.68735626283228
280,508,35.67752211520184
281,1440,24.341642499925115
282,3028,37.59213479882044
283,4499,94.4265248648253
284,88,32.14416170867429
285,2971,71.88967379613385
286,1933,49.07064479419307
287,2952,37.39356248542043
288,1532,2.2390627551503144
289,502,26.99605630215251
290,3072,44.18551108468912
291,3362,114.25750622726295
292,2747,8.271656844385177
293,769,29.357248365947754
294,2285,36.680444110155975
295,3163,5.67203509125909
296,3432,81.31075127933038
297,3783,13.980206368939093
298,2701,73.9331540458891
299,257,46.617658703132804
300,1164,6.280763606600431
301,2079,26.891553928591946
302,3722,76.96033662142719
303,596,125.4521574135373
304,4244,34.12700062122593
305,1034,18.615056711487853
306,2857,46.345688110496006
307,2856,81.27355374886127
308,1355,21.789501499530672
309,462,34.06315654985937
310,3539,57.96600581464483
311,2590,0.08890812650768964
312,599,22.28791430255336
313,950,15.316818995565257
314,2303,22.000991007224627
315,1379,15.374434055333012
316,2302,1.5319231067222745
317,2956,34.10119643216936
318,2621,0.6574161091284623
319,3940,89.0776290412301
320,1178,21.217781950851702
321,3906,62.56834363038017
322,1317,45.01689551864624
323,3838,45.82731662222832
324,2553,6.975774791896754
325,3756,47.34973167608091
326,2103,14.702226877662696
327,4326,34.29940877265286
328,1805,12.588750868106615
329,1340,80.61537064320532
330,2509,20.986822419966074
331,377,0.5008282693520982
332,425,97.94271326786861
333,1177,55.80473257319932
334,1506,38.91716229513946
335,3862,53.44647156113433
336,1457,27.76669838345171
337,2734,4.667591158807824
338,3645,38.340816712881036
339,3055,68.72694100612259
340,2702,22.481137876658238
341,3310,2.821422855237273
342,1196,55.607734720045926
343,989,33.559512399632126
344,648,47.23333135698792
345,2344,129.58744587034693
346,2677,26.977159237676403
347,2085,6.127620406309148
348,3171,48.805033446957964
349,155,15.507620380192236
350,4,28.239473909139065
351,1331,98.70851110994761
352,3120,9.316090451261374
353,895,37.95784019236726
354,1598,14.467786133037777
355,4377,15.548129137930786
356,2781,3.424645713092275
357,1604,4.789775999650232
358,900,59.59410675388409
359,1773,7.018525294814509
360,4285,73.90181626266083
361,1564,24.57872898069317
362,823,0.613416563234864
363,1790,45.083223054277084
364,1855,29.446276328309494
365,235,1.9387806954518396
366,1596,43.702012683848096
367,3848,41.15413677729089
368,231,4.215123566930686
369,1462,20.795777044953184
370,1608,1.4465475399624665
371,1154,20.72191914596425
372,4050,61.218094987974865
373,2695,27.571311542164636
374,3165,14.469521289880788
375,2322,8.607481837067951
376,2814,25.792155816557255
377,1338,40.703307083032655
378,4069,5.786662059307346
379,1318,23.112327499541777
380,876,43.48512926843745
381,2791,31.87888556504231
382,4098,37.33354286896018
383,3239,32.0340437966442
384,2007,8.661367415061989
385,3346,68.96445979183929
386,40,26.43598032705836
387,4442,49.27424110424562
388,1670,5.846171174751291
389,3463,9.203497674225616
390,4204,9.404252912355524
391,3292,37.97156816729603
392,2054,40.23906670507478
393,1072,2.7880104044514837
394,592,39.6462109973497
395,1675,14.21393013749389
396,2982,18.71674640841428
397,2217,36.70547645933671
398,1336,15.34156103433827
399,1361,34.16799722165052
400,4143,9.325748750614594
401,4181,32.75170450718613
402,81,32.99733887351434
403,3583,18.2295051978475
404,2165,12.135073470457371
405,2146,14.711534593469366
406,732,26.372427862332557
407,2033,27.887959252749596
408,1176,8.160555399799648
409,338,17.571167573717787
410,2476,50.91067206390363
411,2696,11.630522612975597
412,3768,45.87138035375014
413,658,2.3586976917816855
414,566,21.3778904489007
415,1514,0.36114807728387177
416,1387,37.875559469211964
417,2994,26.638881509880832
418,1306,15.725005118800254
419,2812,23.6902068137276
420,1248,16.172284015325573
421,2032,6.51713501114051
422,1210,4.775003134546239
423,4485,32.1841182244645
424,862,51.2148451322671
425,1313,38.557987467384976
426,3046,61.3063868686359
427,3240,35.78283064055904
428,49,48.580075830173655
429,1554,53.03906890844456
430,2963,1.3028138650267067
431,2134,62.62837202495453
432,2544,35.57757668056183
433,824,2.7591242630304578
434,4183,40.14112390939644
435,981,5.296649742151203
436,669,37.574617346749676
437,1480,15.24547849221375
438,2104,44.54576106436329
439,44,61.99236408065775
440,1162,25.44939278501147
441,4182,38.703245607483495
442,787,13.000328506333346
443,949,28.245937191996575
444,4095,59.57130648254818
445,3401,36.84535635086826
446,3289,0.9539085498554982
447,1769,195.20214693919914
448,1304,48.26344289350507
449,475,35.437472348052665
450,1706,56.57239960587805
451,420,57.50318827037887
452,2399,55.210325811356455
453,4070,3.7057092621941337
454,520,3.6804142070583623
455,3995,29.366264857788963
456,705,58.985171488120955
457,3457,7.983134150934191
458,3267,36.13963052090196
459,1581,3.3077111938420103
460,2978,17.156352816147916
461,2042,43.09907428222772
462,2815,28.023415083819714
463,571,28.283345105376725
464,2500,85.62660546910394
465,1507,65.18451596589881
466,2729,66.77416479433913
467,222,11.660420347835782
468,2973,4.518368851414209
469,2005,0.8951855243073226
470,4133,7.413505090848886
471,1211,33.26434923329958
472,2772,39.81755527027184
473,1948,17.61648463431277
474,4443,12.039587897211533
475,952,22.70231228763646
476,2083,21.552835148950322
477,3966,58.53005596126292
478,3443,16.45179825024593
479,2477,6.613932855484222
480,3467,53.95333659504746
481,1001,5.947461922586726
482,3819,34.15443292682889
483,1456,6.103013694835283
484,3912,21.95463994107334
485,702,12.695527170967239
486,920,6.924867176463636
487,3230,21.275967593163045
488,166,26.133611358365556
489,1264,59.443589642035874
490,4260,33.943570774182284
491,1470,5.227371562896508
492,2249,67.29588146043508
493,4287,1.3093902206133805
494,1077,59.71651083319652
495,1545,5.886022448840549
496,82,12.113127052416019
497,3032,33.13819601180184
498,153,6.40442876668925
499,1935,24.287992556825515
500,1512,36.98144510237921
501,3923,9.643347422680762
502,1745,8.43879040348719
503,1203,5.549004120767137
504,2199,38.16007679181425
505,1996,102.48742666155613
506,2332,9.098741974906432
507,2672,29.051810833619868
508,172,22.222047693019135
509,3007,57.54546600044202
510,1140,11.629825682189164
511,1702,1.9397854123975264
512,676,29.20571465280682
513,2623,77.05931614609977
514,645,60.89590922287721
515,3330,21.82917229906984
516,2382,24.36745582591152
517,3856,39.95386310102228
518,2861,14.529102803244768
519,872,26.173335832633597
520,1738,16.492198628538347
521,2151,40.29477164487011
522,3473,48.03649536221053
523,2836,22.405766336638152
524,3651,0.24873260930885976
525,119,3.2456432810686806
526,2290,10.41160329761334
527,2938,7.688026829974319
528,2965,57.39106137546847
529,147,0.7662962312505215
530,1568,10.997746783716877
531,2013,9.349247570617251
532,3493,76.54500212009154
533,1235,84.97933882169406
534,64,52.22746046653589
535,1764,61.827902325227825
536,673,33.00777142194295
537,2044,48.84178217618938
538,2192,30.98315057117111
539,2948,83.69722068808835
540,781,47.33484649966056
541,1772,63.363929843782955
542,2015,62.24304991284558
543,3359,20.186726815697455
544,1191,3.1238601713924368
545,1679,49.19380712915324
546,467,23.338896983036534
547,1741,18.26315529896692
548,3266,5.395345553306697
549,41,30.597833289755215
550,911,40.17382882642687
551,500,6.8934819845532616
552,1100,23.89790042499277
553,2102,75.77989449676409
554,233,37.5324321218863
555,2949,25.101982566229594
556,1323,4.012484155261404
557,1541,57.28803334254127
558,691,14.472019624626796
559,419,49.022621066626584
560,1752,28.5472069757937
561,2538,63.778920467552496
562,3659,15.239062665194396
563,1509,51.95340754702437
564,655,33.64319999810249
565,984,42.43651872972947
566,225,37.546368217065265
567,1715,32.22439596391348
568,3658,5.638562701969036
569,4329,76.25471296914591
570,384,27.08022468729348
571,2416,15.95831919538469
572,216,18.056396396277705
573,2649,23.913608407101208
574,1296,53.73095277423212
575,4160,14.77357395996603
576,1467,80.35710214097429
577,1672,9.662057734816415
578,2703,0.7028690444558094
579,315,35.06360543909909
580,1181,7.7216235509795865
581,3036,3.7490189559971867
582,1442,11.398811907956969
583,4406,95.14439417129893
584,99,0.6550995829416593
585,1007,29.215112028870607
586,200,20.678005910876607
587,2795,39.408228120925855
588,2349,28.673365064668985
589,2346,46.56613843108005
590,2505,42.01430283835944
591,3149,5.513946137033827
592,3831,4.726331222391849
593,3698,9.389442842825346
594,1516,61.05514589696833
595,1271,35.30772938978416
596,606,6.849154618723588
597,3093,29.297516478906715
598,2223,85.4419050499194
599,154,28.9065362579791
600,807,19.45946241869774
601,4261,83.79817955082812
602,43,24.283393274949617
603,2560,45.99988122966269
604,3298,59.40498039549462
605,3671,6.478921797209978
606,3450,23.79512857879876
607,3319,10.19657933961335
608,281,19.373313483037634
609,1668,5.312460427426117
610,2751,6.347947077127216
611,3243,35.869250985431194
612,3372,11.992903637027666
613,2328,54.22022296191946
614,184,20.976353604646476
615,4417,24.596367792463326
616,1803,29.72818135587937
617,2372,47.15367764502304
618,506,44.57848241705079
619,1852,31.32882199225972
620,961,6.105551872974871
621,2886,57.76692463572809
622,397,117.03267646410015
623,3371,5.0664303785844425
624,2251,34.877596981056
625,2525,18.19046955493846
626,2314,40.60603917094147
627,4297,42.48619174971961
628,738,20.321178121005005
629,4400,22.151572780324628
630,1099,13.236802791339073
631,1827,13.457050231720359
632,1103,5.496490811097374
633,1417,37.80128095288606
634,3665,19.131430249684612
635,333,56.024407397515745
636,2218,9.277827767849146
637,2019,6.244364719582336
638,2039,55.42408567722104
639,1736,60.72491777933513
640,4203,1.1242766412880911
641,292,12.043009564970646
642,746,27.473482994996317
643,3947,8.81478247181613
644,3389,16.85666617518487
645,896,24.856808877993444
646,2173,12.595218924316413
647,2829,30.72021701912604
648,48,59.19894866126259
649,1131,51.13450390604419
650,1497,5.320743161159385
651,3896,43.64596979645751
652,3057,7.280284350241473
653,1049,31.367440418921376
654,914,32.20030159910641
655,852,11.520092411047784
656,218,13.689581503349444
657,240,4.647313773674512
658,1630,17.581223474050148
659,4393,47.633986024096004
660,1301,10.739411030718259
661,2890,23.31452161470918
662,169,22.56317591170631
663,3987,93.46064498105083
664,440,14.186909302588617
665,1762,71.35502594706543
666,3803,24.868577662098033
667,3111,4.377897520478143
668,127,28.111806957701447
669,1539,30.07468102308036
670,3033,23.369050985323838
671,1095,7.772636595816522
672,677,32.47791706751843
673,3053,118.0595484029836
674,2908,59.464317182767275
675,721,6.343839016199411
676,3530,21.063226012003383
677,3279,50.17640965174934
678,156,0.4601172197892538
679,361,3.9705721363032467
680,2291,8.628846050327468
681,4147,10.95217930125358
682,1755,22.23371463113088
683,2440,50.186313860286816
684,3654,15.465565771747066
685,3826,72.44134070859928
686,2140,43.996221407604224
687,492,13.177687531079641
688,4317,80.66367447799988
689,1620,79.6112862864953
690,1345,48.9170313947904
691,3655,30.399140644115306
692,1513,33.17974615256276
693,1144,66.38725395908534
694,3001,21.4740276750816
695,1420,29.39318464019101
696,1949,18.394934827078657
697,3238,25.38909280503796
698,860,58.870958762554665
699,2141,40.54823340911028
700,1836,0.21814381910394331
701,453,27.607671294807915
702,859,20.40093770232653
703,1847,1.585616490202625
704,1808,53.73480109072909
705,633,17.020414798859804
706,2547,34.35409132507576
707,1016,60.64444487330974
708,1409,15.635042597457641
709,990,4.750225097422117
710,1269,16.33159343485113
711,3169,42.53323619474318
712,741,45.30681180690968
713,2369,0.39867684892800526
714,1601,43.76277465927072
715,3235,4.084969349869482
716,2762,7.266722740360933
717,773,17.184014156137664
718,1893,33.057737741356334
719,756,8.5502801075788
720,126,61.93724831442512
721,2771,27.0989974611945
722,1770,56.343935591779825
723,1161,10.698729012015576
724,2628,56.15162269105139
725,3131,4.311978910040196
726,2459,14.964678256450611
727,3727,94.17167117905956
728,3042,12.66493016281305
729,344,19.827805455747978
730,626,22.352865457176847
731,2752,45.259913614732284
732,1184,11.514316933213877
733,832,40.315088204788395
734,3736,46.538137926766225
735,1126,44.90574802660797
736,1901,20.950947619378397
737,649,4.370046707976854
738,4469,1.6776483190797506
739,3680,42.574360081897495
740,3234,93.69091086165525
741,1411,11.313465587056328
742,1743,7.232920915371039
743,1783,41.99403360830365
744,2176,2.732200551274019
745,3761,94.70350847921574
746,3056,85.2385937899057
747,3883,44.41912563691332
748,3764,63.081855955043466
749,498,23.559258581845768
750,2728,53.92557238406093
751,2694,45.1259236288349
752,1612,18.319235260801065
753,2877,28.114012414611494
754,3407,9.142593813039234
755,608,26.75857544438287
756,1632,33.93075562059673
757,398,25.53252567982608
758,899,40.83533404912873
759,4438,33.07698197719141
760,2434,0.3343768886598468
761,2325,16.74865759524363
762,680,70.14040536659388
763,4477,78.90209417710278
764,3679,33.513093007570205
765,4302,41.711866882378786
766,993,2.3421756137424268
767,3480,11.9903732110661
768,284,29.189473887920258
769,2607,0.2872623958651275
770,1053,18.628853109684655
771,219,19.825848826154868
772,3805,11.666541533039123
773,380,6.894761625681724
774,2387,17.587211639129578
775,3025,12.46945028768944
776,534,0.27720244449216125
777,1326,43.723203743961264
778,864,24.38575942794472
779,461,14.804347344717229
780,1009,28.556713784396834
781,116,44.14513584543056
782,1008,60.48716087118649
783,2045,34.63770213889785
784,3383,9.92652430072124
785,2115,77.76592390491601
786,227,13.6156966002209
787,1940,37.777647190795676
788,3823,60.96221395877873
789,3247,35.83398641135247
790,1175,1.1423782475459348
791,588,66.20950690237473
792,3145,67.95105716186583
793,3339,32.75640690219194
